
4.98737899156523, 0.0020059055853849372
5.09831429176582, 0.47021666272130425
5.285100232984066, 0.958037950238591
5.446868420069024, 1.3986643908151954
5.646711436153646, 1.823467849444949
5.884330264256258, 2.2796930092321492
6.147863897437176, 2.6413789666471477
6.360863660715398, 2.9874163686879385
6.611938252993284, 3.31763078878188
6.938365124652706, 3.7421850665935725
7.17718002068201, 4.009431493963595
7.378318777020547, 4.229507992474737
7.541781393668317, 4.4024145621270065
